ID	implicit_class	extra_implicit_class
736033437526728704	white_grievance	
904148328757190656	white_grievance	
896528680947789825	incitement	
752590614366154752	incitement	
904014132285931521	white_grievance	
914259727386923008	white_grievance	
879116732496986113	stereotypical	
554806446593167360	stereotypical	
677983394408566784	incitement	
816842658165440512	other	
769019981640167425	stereotypical	
787423559123468288	stereotypical	
805240459756847104	stereotypical	
894621578788458496	incitement	
646196246999400448	incitement	
253090267832389632	white_grievance	
900123631199543296	white_grievance	
903320925424234498	inferiority	
764256413195444224	incitement	
920059013496176641	incitement	
555813477340962816	stereotypical	
749830058617876480	threatening	
904277501555261440	incitement	
751842747301007361	stereotypical	
917596911766446081	white_grievance	
888892369109745664	white_grievance	
921236628814757890	white_grievance	
922101440105144320	incitement	
840645987387482113	white_grievance	
905173167429308416	incitement	
474599866534871040	incitement	
734851965193203712	incitement	
626344615348572160	incitement	
537089512271519744	white_grievance	
947344367769047040	incitement	
154249382118699008	incitement	
303702402903711744	incitement	
852732114386563079	inferiority	
928327251099340803	white_grievance	
903277382085345280	incitement	
913351249503780864	white_grievance	
910497446936985601	stereotypical	
916723177891467265	incitement	
765623799815561218	stereotypical	
877927084726689792	stereotypical	
838271235255500800	stereotypical	
673964261400567808	stereotypical	
28914143598	incitement	
925381491441504256	inferiority	
912994476435677184	white_grievance	
891062290593832962	white_grievance	
827027562178048000	irony	
822989353836281856	white_grievance	
917934671777984513	white_grievance	
356115523089600512	incitement	
881243130976251904	white_grievance	
862249828075655168	white_grievance	
279568529672523776	white_grievance	
678489274220593153	stereotypical	
398496244445609984	white_grievance	
281533945831632897	inferiority	
716511012715823104	inferiority	
831549277973389312	white_grievance	
704213355012050944	white_grievance	
623689735605608449	white_grievance	
796508184265433089	white_grievance	
834925253067407363	stereotypical	
829427554788388864	white_grievance	
826973888189849600	incitement	
855094998412533760	stereotypical	
615314543330263040	stereotypical	
906882739034574849	white_grievance	
909159642198102017	white_grievance	
608272298265579520	incitement	
1654415140327424	irony	
934572744217452546	stereotypical	
909849297323249670	white_grievance	
619703296408731648	stereotypical	
780208134279327744	white_grievance	
298678749241671680	stereotypical	
921046968008429568	white_grievance	
855215235648585729	stereotypical	
895439323197210624	incitement	
908032997114437632	inferiority	
366277144252395522	white_grievance	
251413195300958208	stereotypical	
782254077400842240	incitement	
678083503653650432	incitement	
74310085651865600	white_grievance	
616070358593052672	white_grievance	
244499639741607936	white_grievance	
246093153050980352	incitement	
691469678833696769	stereotypical	
661930795054014465	stereotypical	
826241611529125893	white_grievance	
831513864915320832	irony	
915085766140813312	inferiority	
739535588471144448	white_grievance	
137782023183015936	white_grievance	
627596651817885696	white_grievance	
391930451801411584	white_grievance	
747834149814173696	incitement	
347571542634426368	incitement	
898677285787648000	stereotypical	
922323832140062721	white_grievance	
418523188415320064	stereotypical	
921763633331306496	incitement	
922212106916769792	stereotypical	
899782539308539904	white_grievance	
867053256807239681	incitement	
909162657130872832	incitement	
816789670386352128	stereotypical	
739467889250598912	incitement	
412317204043292673	white_grievance	
736813609523679232	inferiority	
668312262755643392	incitement	
937123480016842752	inferiority	
904805892864008195	white_grievance	
946468541796110338	stereotypical	
459288175995670528	stereotypical	
649121402847518721	incitement	
905801026589962241	threatening	
731379848736694274	white_grievance	
305060494648156160	stereotypical	
723235617706893312	incitement	
710563593201123328	incitement	
900892435827613696	white_grievance	
911354454569619457	white_grievance	
846932162158837760	incitement	
829741754228293632	incitement	
644659962770145280	white_grievance	
390548143630458880	stereotypical	
505162969647681538	inferiority	
872066392467570690	stereotypical	
917703525060304897	white_grievance	
895856209840021508	white_grievance	
727737919910379520	incitement	
360475492853350404	inferiority	
767042218859175936	incitement	
900014775735771136	stereotypical	
942886856131301377	incitement	
292313661484187649	incitement	
901221679048871936	white_grievance	
863848877119504386	inferiority	
826672614118715392	irony	
281099799686705152	stereotypical	
909667953796354048	white_grievance	
556868957383446530	incitement	
732397426187718658	white_grievance	
897254823472504833	threatening	
818182522060165120	white_grievance	
877484537785323520	white_grievance	
485651114151251968	white_grievance	
893155152265441280	irony	
904002283297497089	white_grievance	
923163407062364162	incitement	
927400898715820032	stereotypical	
275668561643585537	stereotypical	
736640007285313536	stereotypical	
816903341104046080	white_grievance	
664992476080545794	white_grievance	
933183060660457473	white_grievance	
290741585916874752	stereotypical	
389725798112182272	white_grievance	
627386956171751424	irony	
692385567800172544	white_grievance	
841327560789172224	stereotypical	
659134227116597249	white_grievance	
684960135651921920	white_grievance	
813825340325974017	white_grievance	
917230103851098112	stereotypical	
845230830196867073	stereotypical	
753806556697767936	white_grievance	
922682357257244672	white_grievance	
740252193052348416	inferiority	
933813690532581379	incitement	
897682670305636352	white_grievance	
884087092850167808	incitement	
871036953654775808	stereotypical	
474124544295583744	white_grievance	
863661260994260992	incitement	
863788537770106881	white_grievance	
293580107300343808	inferiority	
728659417005088768	stereotypical	
841466474086694913	white_grievance	
739124396175024128	stereotypical	
758220591426052096	stereotypical	
923757873196339200	white_grievance	
225715400665595904	incitement	
761886122020569088	inferiority	
830733255284576256	white_grievance	
532759737402548224	incitement	
125393033129758720	stereotypical	
554038951552778240	white_grievance	
900801187737415680	white_grievance	
681824566683947009	white_grievance	
810477271270195200	stereotypical	
315645649590829057	incitement	
930085054453338112	stereotypical	
742785307221721088	stereotypical	
794307171122966528	incitement	
799799202196750336	white_grievance	
664739603677597696	incitement	
756900836639465472	stereotypical	
802986181009018880	incitement	
800953391555805184	inferiority	
734233802835300352	inferiority	
756555385138515969	incitement	
934881011996950529	white_grievance	
909213230375096322	white_grievance	
450011499088453632	white_grievance	
904385199890366465	incitement	
912697191717834752	white_grievance	
852337720227758080	white_grievance	
621171226426281986	other	
734931583879118848	stereotypical	
917471498096476162	white_grievance	
916388082177462274	white_grievance	
935244581670567936	stereotypical	
143123458996445184	white_grievance	
850568340850585600	incitement	
945823029669564417	stereotypical	
205019085942165505	incitement	
239795938170896384	incitement	
266643272263401472	stereotypical	
852979718491996160	stereotypical	
874070885065515008	white_grievance	
473875568295817216	white_grievance	
188351754214191104	white_grievance	
908415895206109184	white_grievance	
912923276602683392	incitement	
778752754130890754	incitement	
141601266026545153	incitement	
829767905956896768	incitement	
838292637543124992	incitement	
529799380300070912	incitement	
836592966546378752	incitement	
395323789749141504	incitement	
844213517150375936	white_grievance	
900825991559426050	threatening	
922641736257609729	incitement	
904352495010504704	white_grievance	
897063648895619073	stereotypical	
704002152239407104	incitement	
809432701010931712	stereotypical	
787643055331504128	white_grievance	
800885083074764802	white_grievance	
901428290967285761	white_grievance	
796568626463576064	stereotypical	
287045287195852800	white_grievance	
323136036404350977	incitement	
876810209464692736	threatening	
946314292227461120	white_grievance	
602949805325864960	incitement	
909193434073792513	stereotypical	
694797517679034368	incitement	
761329824518533124	incitement	
639829154611916800	other	
826188089404030977	white_grievance	
934369717921435648	white_grievance	
686682060413644800	white_grievance	
920086815503085568	threatening	
899020093283115008	white_grievance	
836768889023434753	stereotypical	
865525376931422208	inferiority	
822102549717221376	other	
425042350797111296	stereotypical	
568587051538337792	white_grievance	
590039455928451072	incitement	
842725103842426880	white_grievance	
918908279463522310	incitement	
622539048125468672	incitement	
722841916174274560	incitement	
641792603156029440	incitement	
770793092723146752	incitement	
902282753487642626	stereotypical	
938290392067465216	incitement	
436526695139385344	stereotypical	
880476415405281280	incitement	
901850183494885376	inferiority	
836092834834870272	white_grievance	
776174450869800962	stereotypical	
835294722939723776	white_grievance	
900948269706039297	incitement	
728816151233331200	irony	
873199216167854081	inferiority	
382921237254508544	incitement	
513359437281513474	stereotypical	
732715746250235904	white_grievance	
874623573322862598	stereotypical	
914847987196719105	white_grievance	
844646962746003457	stereotypical	
751137555337314304	stereotypical	
428190899793690624	stereotypical	
867047186944622592	stereotypical	
898412325820026880	stereotypical	
946668532036595713	stereotypical	
913532770416128000	incitement	
707397574697852928	incitement	
891424527242153984	incitement	
884136321152819200	stereotypical	
690453179234791424	white_grievance	
730430725007151105	incitement	
508219467566837760	stereotypical	
595822639823900672	stereotypical	
728296871161176064	stereotypical	
935510624603459584	stereotypical	
799466368223440896	stereotypical	
900813618190716928	white_grievance	
898637982139207681	incitement	
892578222759477248	incitement	
714360768062480384	stereotypical	
930484445391581184	incitement	
637001177343746052	white_grievance	
856503340871634944	threatening	
901561369035644928	irony	
827376777353785344	irony	
758773233512349696	incitement	
750552425388441601	incitement	
853506341318647808	incitement	
723378088352964613	white_grievance	
323943334756352000	stereotypical	
889558163455963137	incitement	
939976003878838273	incitement	
886390087910555650	incitement	
825431073945366529	stereotypical	
885280587510099969	threatening	
334724323313065984	incitement	
836120308293775364	incitement	
809498026939064320	incitement	
919136578244669440	stereotypical	
921109588090540033	incitement	
844004697866362881	stereotypical	
543506620505141248	incitement	
343343139857244160	stereotypical	
891918019097640960	incitement	
426753313128714241	incitement	
281961967961391105	incitement	
775800971129720832	white_grievance	
907865379766247424	incitement	
920854764006584320	white_grievance	
537324749912035328	stereotypical	
905470500025106433	incitement	
646964483328356352	incitement	
909086223351693312	incitement	
813619080548655104	incitement	
914385986553081856	stereotypical	
668854524715646977	incitement	
198526960421445632	stereotypical	
517537257859731457	incitement	
771145616978243584	stereotypical	
905150139018264577	inferiority	
893581055445401600	incitement	
477210891818000384	incitement	
940745089835466758	incitement	
711439552544690176	incitement	
930519626521481216	incitement	
900185887245512705	inferiority	
866722158143299585	incitement	
927240983099723776	incitement	
830204835035111424	white_grievance	
634451785713876992	incitement	
934075702936264704	incitement	
345662908543406081	incitement	
875837409174458368	incitement	
899162672981303297	threatening	
752002915502526464	irony	
285547102170394624	stereotypical	
549964179407646720	irony	
863826638542393344	white_grievance	
843374884365389825	irony	
804125889600569344	irony	
675293076181635072	irony	
871249102775779329	incitement	
278901685684928512	stereotypical	
856917094650302464	stereotypical	
876627511458881536	incitement	
260015118195257346	other	
385067865021636608	stereotypical	
356143003720626177	white_grievance	
240108581251338240	white_grievance	
842145052654747648	stereotypical	
835594050484994049	incitement	
424942968974217216	stereotypical	
836261310300057601	white_grievance	
917857817134030848	white_grievance	
901966577033207808	white_grievance	
597949430189326337	stereotypical	
420825304584572928	stereotypical	
930138333346398208	stereotypical	
912801356100063233	white_grievance	
829898736583180288	white_grievance	
847155891153653764	white_grievance	
395090433677615105	stereotypical	
881172760478834688	white_grievance	
898567516724899842	white_grievance	
676167160520142852	stereotypical	
596359540104245248	irony	
357710971516633088	white_grievance	
200950142822645760	stereotypical	
843169633985167360	incitement	
933951607963897857	white_grievance	
724057311556165634	stereotypical	
414152118707441665	inferiority	
901103456240402432	irony	
258613779938549760	white_grievance	
681531703001624576	stereotypical	
356114747428569088	white_grievance	
415963662772633600	white_grievance	
898616241165828096	stereotypical	
674373037412585476	white_grievance	
380071500348268546	white_grievance	
84204726459187200	incitement	
99592835564699649	stereotypical	
479834152834183168	stereotypical	
931955724464410624	white_grievance	
473679596597288960	irony	
244849933633609728	other	
507379190249705472	white_grievance	
755755820982206465	white_grievance	
946919177759215616	incitement	
443037605270024192	stereotypical	
266961858987163648	stereotypical	
812354279944032256	incitement	
732268953137860608	irony	
937805402971955200	stereotypical	
525462204091756546	incitement	
713589409325518848	white_grievance	
924666545162346496	white_grievance	
65488599986085888	incitement	
945519903947112448	stereotypical	
835976205581045761	incitement	
912112223975329792	white_grievance	
917074039943733248	incitement	
897196423342690304	white_grievance	
287050102823084032	incitement	
925912902032351232	white_grievance	
903426597222567936	stereotypical	
413537349654421504	inferiority	
916501942670692353	stereotypical	
322775298133348353	incitement	
854115434035105792	incitement	
350758395248250881	other	
623837968881582080	white_grievance	
915613315304435712	white_grievance	
717428316030906368	white_grievance	
777528085142876161	white_grievance	
804583698360320000	stereotypical	
860262662642565120	stereotypical	
938255250032676864	threatening	
900808636292714496	irony	
601090129298591744	white_grievance	
734272876396740609	white_grievance	
18992991003746304	incitement	
687543767268749313	stereotypical	
750794606716002304	threatening	
858385996274159616	white_grievance	
734017925196189696	white_grievance	
860526417272074240	white_grievance	
646020992855351297	incitement	
937123430398341120	white_grievance	
875162398369468416	incitement	
907039600333524997	white_grievance	
717508653364830208	incitement	
913889733964529664	stereotypical	
814146001816559616	stereotypical	
643505308946534402	stereotypical	
865775636777811968	incitement	
917600568369180672	incitement	
841763448572776448	stereotypical	
670674154069368832	stereotypical	
754667502769152000	incitement	
797070133747322884	incitement	
155827562810052608	white_grievance	
900884557062393860	stereotypical	
905079941338988545	incitement	
904809933413257216	irony	
860881640322629632	incitement	
826819739431399424	white_grievance	
900826837978411010	irony	
941740891462565888	inferiority	
902217230347149312	white_grievance	
826822710835740672	irony	
654017607293534208	incitement	
903155639286935552	incitement	
667077663056490496	white_grievance	
927947221642784768	stereotypical	
319335396599271424	white_grievance	
448542949219897344	stereotypical	
377824585640861696	white_grievance	
375313147097133056	stereotypical	
892943704020746240	white_grievance	
829741592302936064	incitement	
937190152941834240	stereotypical	
897210747201236992	incitement	
318215525723418624	white_grievance	
917581192911867905	incitement	
722824331278028800	white_grievance	
833565540937523200	white_grievance	
830877412175052805	stereotypical	
489715285495009281	stereotypical	
732003019651309568	threatening	
700453062981373952	stereotypical	
896408569548914688	white_grievance	
573192472190451712	stereotypical	
790763658582364161	incitement	
946297284396011520	white_grievance	
921501735511830530	white_grievance	
943575433265733632	inferiority	
884197797054099456	incitement	
755151722876514304	stereotypical	
847916804840280064	other	
580918413851271168	incitement	
921432270703157248	stereotypical	
924265375138746368	other	
611784257090908160	stereotypical	
917391418032836609	stereotypical	
810491125064724480	threatening	
917617388119515136	white_grievance	
836783331320692736	stereotypical	
681923091916701696	white_grievance	
856964223083139072	incitement	
888865573987397632	white_grievance	
864897724222763008	white_grievance	
924693046159065088	white_grievance	
915155214151372800	incitement	
923766087900172288	incitement	
607254894970441728	stereotypical	
849013324003946496	white_grievance	
466194730033119232	stereotypical	
829368269664636930	irony	
831422334808489984	other	
901558794374701056	white_grievance	
890798897156677632	incitement	
704760851367137280	incitement	
534421272869224450	other	
217712255779880960	inferiority	
417434799645929472	incitement	
881960916987891712	white_grievance	
828683015115128833	white_grievance	
849035751316742144	incitement	
807687555059548162	white_grievance	
898633337694068736	incitement	
672551430629236736	stereotypical	
902000862712737796	white_grievance	
897678924129476608	white_grievance	
463329998342860801	white_grievance	
924709033340276736	white_grievance	
937751555586920448	incitement	
602218672636080128	white_grievance	
899729603710922754	white_grievance	
925045760227409920	inferiority	
788183399060111360	inferiority	
805022442808868864	incitement	
287054213660438528	inferiority	
861425106723250176	white_grievance	
678030263943852033	incitement	
379308890631835648	white_grievance	
523931025295282177	white_grievance	
818666644352315393	white_grievance	
880940255708413952	stereotypical	
510129506867503104	incitement	
224435991933501440	incitement	
904317924281802752	threatening	
885742959769116672	white_grievance	
880639599583911936	white_grievance	
928358845423988737	white_grievance	
461551837372743680	white_grievance	
803673842988318720	stereotypical	
624619401698914304	incitement	
605081229642330112	incitement	
894757795949453312	white_grievance	
783722001110298624	stereotypical	
505490295136714752	stereotypical	
388274046691205120	stereotypical	
896370141713375232	incitement	
946567020279189505	white_grievance	
897635719241453568	white_grievance	
558367107662876672	incitement	
290922904160444416	white_grievance	
829886080489029632	white_grievance	
841367101755535362	stereotypical	
918425155508023296	stereotypical	
908082484813934592	stereotypical	
707590799710691328	inferiority	
848326855723712512	white_grievance	
375807074896072704	white_grievance	
682608674985086976	stereotypical	
933635816487665664	incitement	
935174019334262785	inferiority	
768890255638355972	irony	
844986204563001344	incitement	
653347190383906816	irony	
348012622689476608	stereotypical	
524408721473306625	stereotypical	
900034622955954176	incitement	
358992147602604033	stereotypical	
939534562518077440	incitement	
872586096634281984	incitement	
553682171869687808	incitement	
627718917415391232	threatening	
938143665008140290	white_grievance	
288435973946228736	white_grievance	
560658222433185797	stereotypical	
900841789669736452	white_grievance	
792070082000216064	stereotypical	
297872256833552384	white_grievance	
813904501589491712	incitement	
863365642233274368	incitement	
831228717053669376	white_grievance	
714627557937655808	stereotypical	
287640346073116672	stereotypical	
793879903112458240	incitement	
792430191356350465	stereotypical	
938822179650600961	incitement	
619007461278679040	stereotypical	
209333386735661056	stereotypical	
907068673470459904	incitement	
591015977996910592	stereotypical	
428597030395457536	stereotypical	
908126663170342912	white_grievance	
938925975588474880	inferiority	
467361617370681345	incitement	
910288178946428928	incitement	
626130288331124736	white_grievance	
805195765391982593	incitement	
856642847176523776	incitement	
632580457268293632	stereotypical	
105252048651563008	incitement	
755956698083368961	inferiority	
829789650046820352	white_grievance	
212655312786833408	incitement	
923623442695385088	irony	
933541317140811776	incitement	
904525102993244160	stereotypical	
827396437465985024	white_grievance	
395804475098533888	incitement	
642558438363426817	white_grievance	
876581404326461444	white_grievance	
832755949031022592	incitement	
649482998929207296	incitement	
913843557936406528	irony	
702564523836874752	stereotypical	
895246732681990144	stereotypical	
757518791362371584	stereotypical	
724243113527676928	white_grievance	
614441432816988160	incitement	
898997931008638976	incitement	
808870176401854464	incitement	
946860244763922432	white_grievance	
426161650475880448	incitement	
929152989994127360	white_grievance	
824431355928989696	white_grievance	
756297738661335044	incitement	
937358205742706688	incitement	
946400251614818304	white_grievance	
793846741854326784	incitement	
887420736297730052	incitement	
924125378632962048	stereotypical	
269940793773547520	white_grievance	
933452065271148546	white_grievance	
900374200661278721	incitement	
845780575529111552	white_grievance	
898710369572503552	inferiority	
345190784326324225	incitement	
809497391799877636	incitement	
524742875150839808	incitement	
734233581300523014	inferiority	
700159179705622528	irony	
856622603045392384	white_grievance	
859838053787082755	incitement	
710534567103471617	incitement	
868967292297773057	incitement	
917641266501955584	inferiority	
902594854697488384	white_grievance	
938456154686083072	inferiority	
797070138822508545	incitement	
886163187892092932	incitement	
864979096811577344	incitement	
849306385531772931	stereotypical	
732431504358301698	incitement	
934251402288926720	inferiority	
939706064118931457	stereotypical	
859958416676179969	inferiority	
892483088495902722	incitement	
772074500800311296	incitement	
667589607643484160	white_grievance	
939372303049154560	incitement	
833601364609503232	stereotypical	
394530795580174337	white_grievance	
798398688523649024	irony	
891995990173118464	white_grievance	
639104096084066305	stereotypical	
700833783935684609	stereotypical	
892587790440873985	inferiority	
919131096444317696	stereotypical	
934448757550211073	white_grievance	
842699350094630913	white_grievance	
892858202605314048	irony	
813800133603172352	white_grievance	
426245540431405057	stereotypical	
667452469123948544	stereotypical	
911718464997511168	threatening	
867092571729739776	incitement	
824832522915835905	white_grievance	
892946078701682688	incitement	
913840309297143808	incitement	
381863647049302016	stereotypical	
521509955933704193	white_grievance	
870001324154277888	white_grievance	
823385208992964608	stereotypical	
908443974297423873	white_grievance	
935311034486685696	incitement	
761188443669934080	white_grievance	
329763559494021120	stereotypical	
939993092937023488	white_grievance	
281120650368778241	stereotypical	
917566481776435201	incitement	
754076372763631616	white_grievance	
902332410112737281	white_grievance	
692920535718739968	stereotypical	
521317118277472256	incitement	
884912424737964033	irony	
908068914940215296	white_grievance	
643596404032688129	white_grievance	
894295176851705857	incitement	
643916824690692097	white_grievance	
932363485685649408	white_grievance	
842389604066066433	irony	
578327775947280384	white_grievance	
440536562879983616	incitement	
412667718177800192	incitement	
924037674847129600	white_grievance	
10406287456	irony	
404682166048530433	white_grievance	
715308966360776704	white_grievance	
617462959971831808	incitement	
877372392921640961	incitement	
285575340439515136	inferiority	
937555833076019200	incitement	
727910805191196672	irony	
916657517379440640	white_grievance	
797835824091910145	white_grievance	
642235475651072000	incitement	
374921968991993856	incitement	
279048259991896064	white_grievance	
835723171437363200	incitement	
946387815704793088	white_grievance	
717113465517674497	stereotypical	
858753008745820165	white_grievance	
816882646529835008	white_grievance	
287194813948907521	stereotypical	
896880667094659072	white_grievance	
913918170687209473	white_grievance	
847915683149209600	stereotypical	
901834287007363072	stereotypical	
799553700935176192	incitement	
646743683182821376	white_grievance	
450268392667115521	incitement	
418195018370007040	white_grievance	
910162248257146881	incitement	
711714418392997888	incitement	
912297694558687233	stereotypical	
937152742404919296	white_grievance	
356272514093166595	stereotypical	
932760557178052608	white_grievance	
900762506163093504	incitement	
897246561717166081	stereotypical	
742812054210236416	white_grievance	
925478269004238848	stereotypical	
704242314353377281	incitement	
315192592637759488	white_grievance	
782785470526738432	incitement	
924318401622953984	incitement	
939500035074592769	incitement	
931175573522665472	white_grievance	
918248351488978944	incitement	
924711719070584834	stereotypical	
797109528840011777	incitement	
217840729790234624	incitement	
867858243393122304	white_grievance	
888893975431712768	stereotypical	
762175742201499648	incitement	
915333905145774080	white_grievance	
808614513620750336	inferiority	
882985160299466754	white_grievance	
901913247758000130	irony	
926987909533786114	white_grievance	
537435583506046976	stereotypical	
923610020293492736	inferiority	
897514247453847552	threatening	
636698169502404608	white_grievance	
917817816719527936	white_grievance	
834580415222472704	white_grievance	
251329540004147200	stereotypical	
831530223355113475	stereotypical	
662001054209437697	incitement	
891330875408953344	white_grievance	
728709455651573760	incitement	
919625345485164544	white_grievance	
371082316052852736	incitement	
900185889711763457	irony	
347876233557704704	stereotypical	
655665627919708160	incitement	
912670475628580864	stereotypical	
912318204755636224	inferiority	
778889851491934208	other	
581456531096387585	white_grievance	
844731207187247104	white_grievance	
891391953899724800	white_grievance	
901466415890391042	stereotypical	
780036664336982016	stereotypical	
518503345611624448	stereotypical	
210315033488531456	white_grievance	
571095948404731904	stereotypical	
901162469992808448	white_grievance	
721197230674337792	white_grievance	
591385777050812416	stereotypical	
710185094359752705	stereotypical	
731857646945501185	white_grievance	
771086965504479232	irony	
760098609916473344	stereotypical	
650708493016522752	stereotypical	
497134797475840000	white_grievance	
896245326302064641	white_grievance	
702491867204616192	stereotypical	
836107962439458818	white_grievance	
942945741345054721	white_grievance	
124238294216228864	incitement	
515732873937047552	incitement	
874354158282911744	white_grievance	
822771566048116738	white_grievance	
910207293626732545	white_grievance	
829884345653587968	white_grievance	
804704444747317248	stereotypical	
818563865831243777	irony	
868062584720826369	other	
803620739333009408	stereotypical	
923009794088341504	incitement	
694178221567381504	stereotypical	
692938696178454528	stereotypical	
669630922468294656	stereotypical	
822048013740900352	stereotypical	
926083001221599234	inferiority	
842167289231237120	stereotypical	
923937489403990017	white_grievance	
430530550353240064	stereotypical	
925760034750980096	inferiority	
462711520447979520	white_grievance	
463340177511809024	white_grievance	
389000590422196224	white_grievance	
112357279608750080	white_grievance	
451527707374125056	stereotypical	
210817107502436352	stereotypical	
835651612911812608	white_grievance	
927294374333075456	incitement	
730205104544980993	incitement	
333934954595635200	incitement	
918375368033226752	white_grievance	
907377493962842112	other	
913589627482705920	inferiority	
893828981870534661	incitement	
934161202355286017	stereotypical	
887510262567362560	white_grievance	
802199892311633920	stereotypical	
918947790432210945	incitement	
672862921764941824	white_grievance	
915727626173591552	incitement	
902962429990187008	inferiority	
912094380646739968	white_grievance	
660368339403825152	stereotypical	
623300092003504129	stereotypical	
395336381230096385	stereotypical	
695662587598520320	stereotypical	
915681345480904705	white_grievance	
811054786950922240	stereotypical	
900904026941927424	stereotypical	
833334121191596033	inferiority	
820436191636025345	incitement	
671768170454253568	stereotypical	
836481415503982592	stereotypical	
873571611437301760	stereotypical	
924789302181224448	white_grievance	
871352898575376387	other	
907544100307582976	incitement	
932357125208182786	white_grievance	
156408923883184128	white_grievance	
893044557625135104	white_grievance	
658246724293554176	white_grievance	
672874832061726720	white_grievance	
239504239007776769	incitement	
613083517115760640	stereotypical	
813466374223765504	white_grievance	
877261514847133696	white_grievance	
645092364277706753	other	
405079000835710976	stereotypical	
886336942526259200	white_grievance	
889665834729320449	stereotypical	
856492182022352896	incitement	
878427488975822848	incitement	
938133914903658496	white_grievance	
807523090259267585	stereotypical	
903047800476377089	stereotypical	
551234212984934400	stereotypical	
893728468000747520	white_grievance	
900491882584723456	white_grievance	
939534450320445440	white_grievance	
886833165054222337	incitement	
891354443144454145	white_grievance	
902646486122602496	white_grievance	
835532705651621889	white_grievance	
864333850096279556	incitement	
932362495288778752	incitement	
938149734631591938	incitement	
611194864970145793	incitement	
913483100226699264	incitement	
853291278578184192	stereotypical	
454082550751719424	incitement	
289334364695842816	white_grievance	
282834793413087232	white_grievance	
361709084484960256	stereotypical	
